"","ErroRate","Precision","recall","F1"
"CBG",0.161123452872104,0.88013808186002,0.838276287477741,0.857145497979906
"KNN",0.00145985401459854,0.997247360482655,1,0.998614097968937
"CBP",0.0415529461546599,0.936577947485876,0.987426676982831,0.961092991645213
"LR",0.00874854543531153,0.993557687937054,0.990940058332424,0.992214962566857
"LRR",0.0247910716174759,0.967347373541786,0.987955397933863,0.97748119889239
"EVM",0.0182323072040622,0.978079112209045,0.98897678553122,0.983385897294921
