"","ErroRate","Precision","recall","F1"
"1",0.0144927536231884,0.970588235294118,1,0.985074626865672
"2",0.0217391304347826,0.958333333333333,1,0.978723404255319
"3",0.0145985401459854,0.98876404494382,0.98876404494382,0.98876404494382
"4",0.00729927007299269,0.986842105263158,1,0.993377483443709
"5",0.0145985401459854,0.984375,0.984375,0.984375
"6",0.0364963503649635,0.951807228915663,0.9875,0.969325153374233
"7",0.0437956204379562,0.953488372093023,0.976190476190476,0.964705882352941
"8",0.0364963503649635,0.949367088607595,0.986842105263158,0.967741935483871
"9",0.0437956204379562,0.955882352941177,0.955882352941177,0.955882352941177
"10",0.0145985401459854,0.974025974025974,1,0.986842105263158
