"","ErroRate","Precision","recall","F1"
"CBG",0.161123452872104,0.88013808186002,0.838276287477741,0.857145497979906
"KNN",0.00145985401459854,0.997247360482655,1,0.998614097968937
"Parzen",0.117364857717127,0.810701389072233,0.974556231531055,0.884855638223889
"LR",0.00947318311647095,0.993514082736743,0.989819906685755,0.991616657169994
"LRR",0.0240717232624563,0.966514156781628,0.988854503339798,0.977453268564768
"EVM",0.0174927113702624,0.977690288713911,0.990691489361702,0.984147952443857
