"","ErroRate","Precision","recall","F1"
"1",0.00909090909090904,0.984375,1,0.992125984251969
"2",0,1,1,1
"3",0,1,1,1
"4",0,1,1,1
"5",0.00909090909090904,0.983606557377049,1,0.991735537190083
"6",0,1,1,1
"7",0,1,1,1
"8",0,1,1,1
"9",0,1,1,1
"10",0.0275229357798165,0.950819672131147,1,0.974789915966387
